"CHILDID","C7DESMTH","C7R4MSCL","S7_ID","C6R4MSCL","P6EXPECT","GENDER","RACE","WKSESL","WKPOV_R","WKMOMED","P7HFAMIL","S7PUPRI","R7REGION","R7URBAN"
"0338014C",0,140.8,"0338",118.38,"4y college",1,"BLACK",0.48,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","one parent","PRIVATE","MIDWEST","LARGE AND MID-SIZE CITY"
"0338015C",0,154.6,"0338",126.51,"4y college",1,"Other",1.02,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","MIDWEST","LARGE AND MID-SIZE CITY"
"0338017C",1,167.3,"0338",151.75,"4y college",0,"WHITE",0.78,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","MIDWEST","LARGE AND MID-SIZE CITY"
"0338018C",1,149.62,"0338",137.13,"4y college",1,"WHITE",1.14,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","MIDWEST","LARGE AND MID-SIZE CITY"
"0338019C",1,165.44,"0338",148.15,"more than",1,"WHITE",1.37,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","MIDWEST","LARGE AND MID-SIZE CITY"
"0343002C",0,167.09,"C634",134.78,"4y college",1,"WHITE",0.46,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0343007C",0,132.62,"C634",119.4,"4y college",1,"WHITE",-0.3,"AT OR ABOVE POVERTY THRESHOLD","high school","one parent","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0345003C",0,136.48,"C634",121.07,"less than",1,"WHITE",0.26,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0345004C",1,155.38,"C634",148.27,"4y college",1,"WHITE",-0.1,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0345005C",0,140.54,"C634",108.49,"4y college",0,"WHITE",0.66,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0345006C",1,144.55,"C634",130.97,"4y college",0,"WHITE",0.5,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0345008C",1,147.76,"C634",133.16,"4y college",0,"WHITE",0.29,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0345012C",0,162.35,"C634",141.06,"4y college",1,"WHITE",-0.15,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0345015C",0,163.41,"C634",151.55,"less than",0,"WHITE",1.61,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0345016C",1,162.73,"C634",151.9,"4y college",1,"WHITE",0.37,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0345019C",0,147.3,"C634",117.07,"4y college",1,"WHITE",0.4,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0345020C",0,101.68,"C634",80.54,"less than",0,"HISPANIC",-0.21,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0346015C",0,125.12,"C634",128.95,"less than",0,"WHITE",0.51,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE SUBURB AND LARGE TOWN"
"0349002C",0,124.93,"0349",103.92,"more than",0,"WHITE",0.13,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","one parent","PRIVATE","MIDWEST","LARGE AND MID-SIZE CITY"
"0349003C",1,141.46,"0349",117.09,"4y college",0,"WHITE",-0.1,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","MIDWEST","LARGE AND MID-SIZE CITY"
"0349005C",0,138.75,"0349",132.16,"4y college",0,"WHITE",-0.09,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PRIVATE","MIDWEST","LARGE AND MID-SIZE CITY"
"0349009C",0,143.99,"0349",122.01,"4y college",1,"WHITE",-0.31,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","MIDWEST","LARGE AND MID-SIZE CITY"
"0349010C",0,116.1,"0349",105.01,"4y college",0,"WHITE",0.95,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","MIDWEST","LARGE AND MID-SIZE CITY"
"0349012C",1,133.64,"0349",131.71,"4y college",0,"WHITE",0.47,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","MIDWEST","LARGE AND MID-SIZE CITY"
"0349014C",0,142.27,"0349",124.1,"4y college",1,"WHITE",-0.01,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","one parent","PRIVATE","MIDWEST","LARGE AND MID-SIZE CITY"
"0349015C",1,169.99,"0349",154.44,"4y college",1,"WHITE",0.59,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","MIDWEST","LARGE AND MID-SIZE CITY"
"0349016C",1,157.39,"0349",142.47,"4y college",0,"WHITE",0.75,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","MIDWEST","LARGE AND MID-SIZE CITY"
"0349017C",1,147.36,"0349",142.08,"more than",0,"WHITE",-0.45,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PRIVATE","MIDWEST","LARGE AND MID-SIZE CITY"
"0349019C",1,157.23,"0349",138.02,"4y college",0,"WHITE",-0.05,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PRIVATE","MIDWEST","LARGE AND MID-SIZE CITY"
"0349020C",1,142.81,"0349",129.64,"less than",1,"WHITE",-0.38,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PRIVATE","MIDWEST","LARGE AND MID-SIZE CITY"
"0349021C",0,143.55,"0349",129.04,"less than",1,"WHITE",0.47,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","MIDWEST","LARGE AND MID-SIZE CITY"
"0349022C",1,138.15,"0349",135.9,"more than",0,"WHITE",0.85,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PRIVATE","MIDWEST","LARGE AND MID-SIZE CITY"
"0349023C",1,172.2,"0349",167.44,"more than",1,"WHITE",0.72,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PRIVATE","MIDWEST","LARGE AND MID-SIZE CITY"
"0349024C",0,157.54,"0349",131.14,"4y college",1,"WHITE",-0.31,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PRIVATE","MIDWEST","LARGE AND MID-SIZE CITY"
"0351001C",0,161.55,"C424",105.66,"less than",0,"WHITE",-0.47,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0351002C",0,160.5,"C424",138.83,"4y college",1,"WHITE",0.38,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0351003C",0,110.06,"C424",88.98,"less than",0,"WHITE",-0.57,"BELOW POVERTY THRESHOLD","high school","one parent","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0351004C",1,171.39,"C424",156.59,"4y college",0,"WHITE",1.15,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0351006C",0,167.76,"C424",139.7,"less than",1,"WHITE",-0.22,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0351007C",1,163.6,"C424",144.7,"4y college",0,"WHITE",-0.05,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0351008C",0,128.98,"C424",112.49,"4y college",0,"WHITE",-0.52,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0351009C",1,147.65,"C424",113.32,"less than",1,"WHITE",-0.31,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0351011C",0,155.61,"C424",131.5,"4y college",1,"BLACK",-0.09,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0351013C",1,165.29,"C424",146.5,"4y college",0,"WHITE",-0.16,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0351014C",0,152.19,"C424",129.15,"less than",0,"WHITE",-0.31,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0351015C",0,163.39,"C424",129.25,"4y college",0,"WHITE",-0.07,"BELOW POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0351016C",1,167.18,"C424",151.57,"less than",1,"WHITE",-0.04,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0351018C",0,142.62,"C424",119.68,"less than",1,"WHITE",-0.22,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0351019C",1,160.43,"C424",132.87,"more than",0,"WHITE",0.12,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0351020C",1,167.92,"C424",131.9,"4y college",0,"WHITE",0.45,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0351021C",0,161.39,"C424",136.11,"4y college",1,"WHITE",0.02,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0351022C",0,157.14,"C424",128.51,"less than",0,"WHITE",-0.22,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0351023C",0,140.65,"C424",127.15,"less than",1,"WHITE",0.25,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0351024C",0,141.56,"C424",111.41,"4y college",1,"WHITE",0.57,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0355001C",1,150.2,"C416",127.56,"4y college",1,"HISPANIC",-0.88,"AT OR ABOVE POVERTY THRESHOLD","less than high school","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"0355004C",0,149.62,"C416",114.93,"4y college",0,"HISPANIC",0.09,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","one parent","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"0355006C",0,120.27,"C416",111.48,"4y college",1,"HISPANIC",-1.23,"BELOW POVERTY THRESHOLD","less than high school","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"0355007C",0,120.64,"C416",88.82,"less than",1,"HISPANIC",-0.19,"BELOW POVERTY THRESHOLD","less than high school","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"0355012C",0,125.2,"C416",78.74,"less than",1,"WHITE",-0.35,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"0355014C",0,134.02,"C416",118.62,"4y college",1,"WHITE",0.93,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"0355016C",1,160.37,"C416",145.83,"4y college",0,"WHITE",0.2,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"0356001C",0,126.29,"C407",118.03,"4y college",0,"HISPANIC",-0.05,"AT OR ABOVE POVERTY THRESHOLD","less than high school","one parent","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"0356006C",1,142.56,"C407",139.12,"4y college",1,"WHITE",-0.03,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"0356008C",0,118.9,"C407",97.19,"less than",0,"WHITE",-0.41,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"0356011C",0,122.56,"C407",95.47,"4y college",0,"WHITE",-0.21,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"0357002C",0,148.15,"C407",131.61,"4y college",0,"HISPANIC",-1.1,"BELOW POVERTY THRESHOLD","less than high school","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"0357006C",0,124.36,"C416",67.28,"4y college",1,"HISPANIC",-0.99,"BELOW POVERTY THRESHOLD","less than high school","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"0357007C",0,134.16,"C416",95.24,"4y college",0,"HISPANIC",-1,"BELOW POVERTY THRESHOLD","less than high school","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"0357008C",0,110.55,"C416",93.54,"less than",1,"HISPANIC",-0.62,"BELOW POVERTY THRESHOLD","less than high school","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"0357009C",0,136.67,"C416",123.51,"4y college",0,"HISPANIC",-0.86,"BELOW POVERTY THRESHOLD","less than high school","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"0357013C",0,142.54,"C407",138.78,"less than",0,"HISPANIC",-1.05,"BELOW POVERTY THRESHOLD","less than high school","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"0357016C",0,148.11,"C416",144.36,"more than",1,"WHITE",-0.26,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"0357018C",1,162.42,"C416",142.95,"more than",0,"WHITE",0.72,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","one parent","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"0357021C",0,158.67,"C416",124.57,"less than",1,"WHITE",-0.14,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"0357022C",0,113.2,"C416",106.54,"4y college",0,"WHITE",1.28,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"0357023C",1,115.66,"C416",96.4,"4y college",0,"WHITE",0.3,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"0357024C",0,153.46,"C416",137.66,"4y college",0,"WHITE",1.35,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"0357040C",1,168.93,"C416",155.83,"more than",1,"WHITE",-0.84,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"0359002C",0,137.05,"C407",142.89,"4y college",0,"WHITE",0.25,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"0359003C",1,168.06,"C407",156.85,"more than",0,"WHITE",0.3,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"0359004C",0,159.48,"C407",161.96,"4y college",0,"WHITE",0.74,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"0359008C",1,169.63,"C407",128.97,"4y college",0,"WHITE",0.61,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"0359009C",0,168.12,"C416",143.79,"less than",0,"WHITE",0.74,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"0359015C",0,153.7,"C407",142.37,"4y college",0,"WHITE",0.94,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"0359017C",1,167.94,"C407",145.87,"4y college",1,"WHITE",0.1,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"0359020C",0,125.5,"C407",102.95,"less than",0,"WHITE",-0.14,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"0359022C",0,146.2,"C407",146.78,"4y college",0,"WHITE",-0.5,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"0359023C",1,168.14,"C407",159.51,"4y college",1,"WHITE",0.64,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"0359024C",1,168.23,"C416",153.96,"more than",0,"WHITE",-0.25,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"0359025C",0,158.61,"C407",145.77,"4y college",0,"WHITE",0.1,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"0360003C",0,155.17,"C416",139.17,"4y college",1,"HISPANIC",-0.38,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"0360008C",0,163.34,"C416",158.91,"more than",1,"BLACK",-0.97,"BELOW POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"0360009C",0,135.73,"C416",124.82,"more than",0,"HISPANIC",-0.48,"AT OR ABOVE POVERTY THRESHOLD","less than high school","one parent","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"0360015C",0,151.57,"C416",136.01,"more than",0,"HISPANIC",1.91,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"0360016C",0,147.23,"C416",144.2,"more than",1,"WHITE",1.21,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"0360018C",1,163.91,"C416",159.96,"more than",1,"WHITE",1.16,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","one parent","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"0360020C",0,165.9,"C416",140.59,"more than",1,"Other",-0.54,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"0360022C",1,151.13,"C416",142.43,"more than",0,"WHITE",0.04,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"0360023C",0,157.46,"C416",150,"4y college",0,"WHITE",1.04,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"0361001C",0,162.42,"C407",131.5,"more than",1,"WHITE",0.79,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"0361003C",1,152.94,"C407",150.58,"less than",1,"WHITE",-0.58,"AT OR ABOVE POVERTY THRESHOLD","less than high school","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"0361015C",0,168.44,"C416",151.87,"4y college",0,"WHITE",-0.14,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"0361016C",0,159.74,"C407",143.12,"4y college",1,"WHITE",1.02,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"0361024C",0,157.22,"C407",133.68,"more than",1,"WHITE",0.84,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","one parent","PUBLIC","MIDWEST","LARGE AND MID-SIZE CITY"
"0364002C",0,132.96,"C426",128.1,"4y college",0,"HISPANIC",-0.48,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0364004C",1,144.74,"C426",130.94,"4y college",0,"WHITE",0.87,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0364006C",1,108.16,"C426",91.09,"4y college",1,"WHITE",-0.4,"AT OR ABOVE POVERTY THRESHOLD","high school","one parent","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0364007C",0,114.84,"C426",125.01,"4y college",1,"WHITE",0.57,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0364009C",0,152.43,"C426",127.08,"less than",0,"WHITE",-0.5,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0364010C",1,129.19,"C426",122.86,"less than",0,"WHITE",-0.41,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0364011C",0,149.26,"C426",143.23,"more than",1,"WHITE",-0.36,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0364012C",0,147.4,"C426",140.74,"4y college",0,"WHITE",-0.49,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0364013C",0,91.95,"C426",113.92,"less than",1,"WHITE",0.08,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0364014C",0,121.02,"C426",99.49,"4y college",0,"WHITE",-0.62,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0364015C",0,137.69,"C426",141.49,"4y college",0,"HISPANIC",0.7,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0364019C",0,163.47,"C426",148.02,"more than",1,"WHITE",-0.26,"AT OR ABOVE POVERTY THRESHOLD","some college or voca program","one parent","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0364024C",1,124.78,"C426",125.89,"4y college",0,"WHITE",0.07,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0365005C",0,107.36,"C426",79.2,"less than",1,"HISPANIC",-0.14,"AT OR ABOVE POVERTY THRESHOLD","high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0366002C",0,127.08,"C426",89.11,"4y college",0,"HISPANIC",-1.23,"AT OR ABOVE POVERTY THRESHOLD","Bachelor's degree or higher","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
"0366003C",0,116.63,"C426",73.95,"4y college",0,"HISPANIC",-1.16,"BELOW POVERTY THRESHOLD","less than high school","two parents","PUBLIC","MIDWEST","SMALL TOWN AND RURAL"
